FilePath,Project,Extension,Classification,AuditStatus,Notes
SmartAttendance.Web/Pages/Departments/Import.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Departments/Import.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Departments/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Departments/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/DesignLab/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/DesignLab/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/DesignPreview/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/DesignPreview/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Devices/Create.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Devices/Create.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Devices/Delete.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Devices/Delete.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Devices/Edit.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Devices/Edit.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Devices/Import.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Devices/Import.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Devices/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Devices/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/DisciplinaryRules/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/DisciplinaryRules/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/DisciplinaryRules/PenaltyRuleFieldsModel.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/DisciplinaryRules/_PenaltyRuleFields.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Documents/Generate.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Documents/Generate.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Documents/Requests.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Documents/Requests.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Documents/Templates.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Documents/Templates.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Documents/View.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Documents/View.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeeDocuments/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeeDocuments/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeeGeoLocations/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeeGeoLocations/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeeOnlinePunches/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePermissions/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePermissions/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePortal/Acknowledgments.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePortal/Acknowledgments.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePortal/Biometric.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePortal/Biometric.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePortal/ChangePassword.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePortal/ChangePassword.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePortal/DataChange.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePortal/DataChange.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePortal/DocumentRequest.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePortal/DocumentRequest.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePortal/FinancialRequest.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePortal/FinancialRequest.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePortal/FormFill.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePortal/FormFill.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePortal/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePortal/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePortal/MissingPunch.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePortal/MissingPunch.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePortal/Notifications.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePortal/Notifications.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePortal/Reports.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePortal/Reports.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePortal/ShiftRequest.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePortal/ShiftRequest.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeePortal/_NxexPickers.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeeProfileSettings/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeeProfileSettings/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeeTasks/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeeTasks/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeeUpdates/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/EmployeeUpdates/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/Create.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/Create.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/Delete.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/Delete.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/Edit.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/Edit.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/EndService.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/EndService.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/EndServiceList.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/EndServiceList.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/FinancialInfo.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/FinancialInfo.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/Lifecycle.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/Lifecycle.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/Lookup.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/Lookup.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/PeopleDashboard.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/PeopleDashboard.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/Profile.Panels.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/Profile.Timeline.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/Profile.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/Profile.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/ProfileFiles.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/ProfileReassignEditable.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/Rehire.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/Rehire.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/TemporaryHeads.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/TemporaryHeads.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Employees/_EntityCustomFields.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Engagement/Announcements.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Engagement/Announcements.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Engagement/EngagementPageModel.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Engagement/Feedback.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Engagement/Feedback.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Engagement/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Engagement/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Engagement/Polls.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Engagement/Polls.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Engagement/Recognition.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Engagement/Recognition.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Engagement/_EngagementNav.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Error.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Error.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Forms/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Forms/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Forms/Submissions.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Forms/Submissions.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Holidays/Create.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Holidays/Create.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Holidays/Delete.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Holidays/Delete.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Holidays/Edit.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Holidays/Edit.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Holidays/Import.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Holidays/Import.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Holidays/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Holidays/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/ApprovalTemplates.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/ApprovalTemplates.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/EmployeeCodeSchemaPage.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/EmployeeCodeSchemaPage.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/EmployeeGroups.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/EmployeeGroups.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/EntityFields.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/EntityFields.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/FieldControl.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/FieldControl.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/Formulas.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/Formulas.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/Lookups.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/Lookups.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/NoticePeriod.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/NoticePeriod.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/NotificationCenter.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/NotificationCenter.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/ProbationPeriod.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/ProbationPeriod.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/RequestTypes.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/RequestTypes.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/SelfServiceSettings.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/SelfServiceSettings.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/TerminationReasons.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/TerminationReasons.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/ViolationConfiguration.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/ViolationConfiguration.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/HrSettings/_RequestTypeForm.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/LeaveBalances/Adjust.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/LeaveBalances/Adjust.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/LeaveBalances/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/LeaveBalances/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/LeaveRequests/Create.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/LeaveRequests/Create.cshtml.cs,SmartAttendance.Web,cs,SOURCE,REVIEWED,Phase 3 Module 4-5 + AUTHZ-003 fix
SmartAttendance.Web/Pages/LeaveRequests/Delete.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/LeaveRequests/Delete.cshtml.cs,SmartAttendance.Web,cs,SOURCE,REVIEWED,Phase 3 Module 4-5 + AUTHZ-003 fix
SmartAttendance.Web/Pages/LeaveRequests/Edit.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/LeaveRequests/Edit.cshtml.cs,SmartAttendance.Web,cs,SOURCE,REVIEWED,Phase 3 Module 4-5 + AUTHZ-003 fix
SmartAttendance.Web/Pages/LeaveRequests/Import.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/LeaveRequests/Import.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/LeaveRequests/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/LeaveRequests/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,REVIEWED,Phase 3 Module 4-5 + AUTHZ-003 fix
SmartAttendance.Web/Pages/MissingPunchRequests/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/MissingPunchRequests/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/MonthAttendance/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/MonthAttendance/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/MyProfile/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/MyProfile/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Notifications/Bell.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Notifications/Bell.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/OrgStructures/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/OrgStructures/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/OrgStructures/_TreeNode.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Organization/Chart.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Organization/Chart.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Organization/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Organization/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Organization/OrgChart.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Organization/_OrgNode.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/Analytics.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/Analytics.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/BankTemplates.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/BankTemplates.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/EndOfService.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/EndOfService.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/FinancialRequests.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/FinancialRequests.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/LeaveEncashment.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/LeaveEncashment.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/Loans.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/Loans.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/Overtime.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/Overtime.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/PayslipInquiry.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/PayslipInquiry.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/Raises.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/Raises.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/RunDetail.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/RunDetail.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/Runs.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/Runs.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/SalaryDaysAdjustment.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
